canonical_skill_name,origin_path,origin_type,parent_source,proposed_category,proposed_subcategory,phase08_batch,phase08_rewrite_status,phase08_final_destination,phase08_authoring_workflow,phase08_validation_status
documentation-template,task-folder/agents/skills/design/designer-skills-main/design-systems/skills/documentation-template,canonical_retained_source,none,design-and-experience,design-systems,unassigned,pending,pending,unprocessed_in_phase08,pending
click-test-plan,task-folder/agents/skills/design/designer-skills-main/prototyping-testing/skills/click-test-plan,canonical_retained_source,none,design-and-experience,ui-ux,unassigned,pending,pending,unprocessed_in_phase08,pending
a-b-test-design,task-folder/agents/skills/design/designer-skills-main/prototyping-testing/skills/a-b-test-design,canonical_retained_source,none,design-and-experience,ui-ux,unassigned,pending,pending,unprocessed_in_phase08,pending
user-flow-diagram,task-folder/agents/skills/design/designer-skills-main/prototyping-testing/skills/user-flow-diagram,canonical_retained_source,none,design-and-experience,ui-ux,unassigned,pending,pending,unprocessed_in_phase08,pending
heuristic-evaluation,task-folder/agents/skills/design/designer-skills-main/prototyping-testing/skills/heuristic-evaluation,canonical_retained_source,none,design-and-experience,ui-ux,unassigned,pending,pending,unprocessed_in_phase08,pending
prototype-strategy,task-folder/agents/skills/design/designer-skills-main/prototyping-testing/skills/prototype-strategy,canonical_retained_source,none,design-and-experience,ui-ux,unassigned,pending,pending,unprocessed_in_phase08,pending
test-scenario,task-folder/agents/skills/design/designer-skills-main/prototyping-testing/skills/test-scenario,canonical_retained_source,none,design-and-experience,ui-ux,unassigned,pending,pending,unprocessed_in_phase08,pending
wireframe-spec,task-folder/agents/skills/design/designer-skills-main/prototyping-testing/skills/wireframe-spec,canonical_retained_source,none,design-and-experience,ui-ux,unassigned,pending,pending,unprocessed_in_phase08,pending
accessibility-test-plan,task-folder/agents/skills/design/designer-skills-main/prototyping-testing/skills/accessibility-test-plan,canonical_retained_source,none,design-and-experience,ui-ux,unassigned,pending,pending,unprocessed_in_phase08,pending
frontend-skill,task-folder/agents/skills/design/frontend-skill,canonical_retained_source,none,design-and-experience,ui-ux,unassigned,pending,pending,unprocessed_in_phase08,pending
imagen,task-folder/agents/skills/design/imagen,canonical_retained_source,none,design-and-experience,ui-ux,unassigned,pending,pending,unprocessed_in_phase08,pending
transpose,task-folder/agents/skills/design/transpose,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
philosopher,task-folder/agents/skills/design/philosopher,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
design-it,task-folder/agents/skills/design/design-it,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
soft-pastel,task-folder/agents/skills/design/design-it/soft-pastel,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
typography-first,task-folder/agents/skills/design/design-it/typography-first,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
duotone-design,task-folder/agents/skills/design/design-it/duotone-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
monochromatic-ui,task-folder/agents/skills/design/design-it/monochromatic-ui,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
sci-fi-interface,task-folder/agents/skills/design/design-it/sci-fi-interface,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
retro-futurism,task-folder/agents/skills/design/design-it/retro-futurism,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
brutalist-typography,task-folder/agents/skills/design/design-it/brutalist-typography,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
bento-ui,task-folder/agents/skills/design/design-it/bento-ui,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
tile-design,task-folder/agents/skills/design/design-it/tile-design,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
cyberpunk-ui,task-folder/agents/skills/design/design-it/cyberpunk-ui,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
retro-design,task-folder/agents/skills/design/design-it/retro-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
spatial-design,task-folder/agents/skills/design/design-it/spatial-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
cyber-y2k,task-folder/agents/skills/design/design-it/cyber-y2k,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
dark-mode,task-folder/agents/skills/design/design-it/dark-mode,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
swiss-design,task-folder/agents/skills/design/design-it/swiss-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
card-based-design,task-folder/agents/skills/design/design-it/card-based-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
floating-ui,task-folder/agents/skills/design/design-it/floating-ui,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
neumorphism,task-folder/agents/skills/design/design-it/neumorphism,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
command-center-ui,task-folder/agents/skills/design/design-it/command-center-ui,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
editorial-design,task-folder/agents/skills/design/design-it/editorial-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
maximalism,task-folder/agents/skills/design/design-it/maximalism,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
data-dense-design,task-folder/agents/skills/design/design-it/data-dense-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
holographic-ui,task-folder/agents/skills/design/design-it/holographic-ui,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
vaporwave,task-folder/agents/skills/design/design-it/vaporwave,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
spatial-computing-ui,task-folder/agents/skills/design/design-it/spatial-computing-ui,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
minimalism,task-folder/agents/skills/design/design-it/minimalism,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
glassmorphism,task-folder/agents/skills/design/design-it/glassmorphism,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
3d-ui,task-folder/agents/skills/design/design-it/3d-ui,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
layered-design,task-folder/agents/skills/design/design-it/layered-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
isometric-design,task-folder/agents/skills/design/design-it/isometric-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
ai-native-ui,task-folder/agents/skills/design/design-it/ai-native-ui,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
dashboard-design,task-folder/agents/skills/design/design-it/dashboard-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
y2k-design,task-folder/agents/skills/design/design-it/y2k-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
frutiger-aero,task-folder/agents/skills/design/design-it/frutiger-aero,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
flat-design,task-folder/agents/skills/design/design-it/flat-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
flat-design-2,task-folder/agents/skills/design/design-it/flat-design-2,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
synthwave,task-folder/agents/skills/design/design-it/synthwave,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
high-contrast,task-folder/agents/skills/design/design-it/high-contrast,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
aurora-ui,task-folder/agents/skills/design/design-it/aurora-ui,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
material-design,task-folder/agents/skills/design/design-it/material-design,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
vibrant-maximalism,task-folder/agents/skills/design/design-it/vibrant-maximalism,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
neo-brutalism,task-folder/agents/skills/design/design-it/neo-brutalism,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
color-blocking,task-folder/agents/skills/design/design-it/color-blocking,canonical_retained_source,none,design-and-experience,taste-and-critique,unassigned,pending,pending,unprocessed_in_phase08,pending
