source_path,canonical_name,category,subcategory,lines,bytes,screening_status,candidate_signals,requires_deep_review,review_status,split_decision,rationale,parent_router_path,child_destination_paths,retired_source_path,content_allocation_count,resources_moved
task-folder/agents/skills/design/designer-skills-main/design-research/skills/interview-script,interview-script,design-and-experience,ui-ux,37,1899,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/design-research/skills/summarize-interview,summarize-interview,design-and-experience,design-systems,28,1417,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/design-research/skills/empathy-map,empathy-map,marketing-and-seo,cro,40,1922,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/design-research/skills/jobs-to-be-done,jobs-to-be-done,design-and-experience,motion-and-graphics,31,1610,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/design-research/skills/card-sort-analysis,card-sort-analysis,design-and-experience,ui-ux,22,1082,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/design-research/skills/survey-design,survey-design,design-and-experience,ui-ux,80,5468,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/design-research/skills/usability-test-plan,usability-test-plan,design-and-experience,ui-ux,32,1578,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/design-research/skills/user-persona,user-persona,design-and-experience,ui-ux,43,2373,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/ux-strategy/skills/design-principles,design-principles,design-and-experience,ui-ux,29,1121,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/ux-strategy/skills/design-brief,design-brief,design-and-experience,ui-ux,22,1112,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/ux-strategy/skills/stakeholder-alignment,stakeholder-alignment,design-and-experience,ui-ux,22,1179,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/ux-strategy/skills/experience-map,experience-map,marketing-and-seo,cro,27,1267,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/ux-strategy/skills/north-star-vision,north-star-vision,design-and-experience,ui-ux,24,1157,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/ux-strategy/skills/metrics-definition,metrics-definition,design-and-experience,ui-ux,27,1142,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/ux-strategy/skills/opportunity-framework,opportunity-framework,design-and-experience,ui-ux,26,1059,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/ux-strategy/skills/service-blueprint,service-blueprint,design-and-experience,ui-ux,53,4008,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/ux-strategy/skills/content-strategy,content-strategy,design-and-experience,ui-ux,51,3258,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/ux-strategy/skills/competitive-analysis,competitive-analysis,marketing-and-seo,cro,26,1375,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/design/designer-skills-main/ux-strategy/skills/information-architecture,information-architecture,design-and-experience,ui-ux,49,3202,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
